p_id,sequence,p_pred,generator,rule,posterior,m_pred,correct,BayFold_pred,BayLOOCV_pred
5,11010010,1,bingo,"else_(patternCont_(x), else_(balance_(x, 4), get_(x, 7)))",0.7837870468089655,1,True,1,1
5,01000101,1,bingo,"else_(patternCont_(x), else_(balance_(x, 4), get_(x, 7)))",0.7837870468089655,1,True,1,1
5,11000110,0,bingo,"else_(patternCont_(x), else_(balance_(x, 4), get_(x, 7)))",0.7837870468089655,0,True,1,1
5,10100111,0,bingo,"else_(patternCont_(x), else_(balance_(x, 4), get_(x, 7)))",0.7837870468089655,0,True,0,0
5,11111101,0,bingo,"else_(patternCont_(x), else_(balance_(x, 4), get_(x, 7)))",0.7837870468089655,0,True,0,0
5,01000001,1,bingo,"else_(patternCont_(x), else_(balance_(x, 4), get_(x, 7)))",0.7837870468089655,1,True,1,1
5,10100110,0,bingo,"else_(patternCont_(x), else_(balance_(x, 4), get_(x, 7)))",0.7837870468089655,0,True,1,1
6,01010010,1,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,1,True,1,1
6,10100111,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,0,0
6,10000000,1,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,1,True,1,1
6,10101011,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,0,0
6,10001010,1,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,1,True,1,1
6,11000110,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,1,1
6,01101010,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,1,1
6,11111010,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,0,0
6,01000001,1,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,1,True,1,1
6,01011101,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,0,0
6,11101010,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,1,1
6,10000001,1,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,1,True,1,1
6,10100110,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,1,1
6,01011111,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,0,0
6,01110010,1,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,False,1,1
6,10101111,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,0,0
6,10111111,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,0,0
6,10101010,0,bingo,"else_(balance_(x, 4), get_(x, 7))",0.8162902390209006,0,True,1,1
7,00110101,0,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,0,True,0,0
7,10100000,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,True,0,0
7,01010101,0,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,0,True,0,0
7,11001101,0,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,0,True,0,0
7,00001101,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,0,False,1,1
7,10111111,0,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,0,True,0,0
7,00110110,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,True,1,1
7,10000000,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,True,1,1
7,10100110,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,True,1,1
7,11111010,0,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,0,True,1,1
7,01011000,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,True,1,1
7,01010000,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,True,1,1
7,01011101,0,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,0,True,0,0
7,10000001,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,True,1,1
7,11101010,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,True,1,1
7,01010100,0,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,False,1,1
7,01101010,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,True,1,1
7,01010010,1,analyst,"else_(balance_(x, 3), invert_(get_(x, 7)))",0.6813352663597043,1,True,1,1
8,10000101,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,1,1
8,10110100,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,1,True,1,1
8,01000001,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,1,True,0,1
8,11111010,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,False,1,1
8,01010101,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,0,0
8,01011000,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,False,1,1
8,10111111,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,1,1
8,00110110,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,1,1
8,10100000,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,1,True,1,1
8,10100110,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,1,1
8,01110010,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,1,1
8,01111111,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,1,1
8,11011001,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,1,1
8,11001101,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,1,1
8,10101111,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,0,0
8,10000001,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,1,False,1,1
8,11110010,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,True,1,1
8,11101010,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '0'))",0.3789221288253762,0,False,1,1
9,11111010,1,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,1,True,1,1
9,11101010,1,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,1,True,1,1
9,01011110,1,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,1,True,1,1
9,10000000,0,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,0,True,1,1
9,00001101,0,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,0,True,1,1
9,11110010,0,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,1,False,1,1
9,00100000,0,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,0,True,1,1
9,10111111,1,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,1,True,1,1
9,01011000,0,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,0,True,1,1
9,01000101,0,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,0,True,1,1
9,10101011,0,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,1,False,0,0
9,01101010,1,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,1,True,1,1
9,01000001,0,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,0,True,0,1
9,11010000,0,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,0,True,1,1
9,11010010,1,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,1,True,1,1
9,00110110,1,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,1,True,1,1
9,11011001,1,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,1,True,1,1
9,10000001,0,stock,"else_(conform_(x, 4), '1')",0.6813352663597043,0,True,1,1
10,01011101,1,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,False,0,0
10,11011111,1,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,1,True,0,0
10,10000000,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,1,1
10,01010010,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,1,1
10,11111010,1,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,False,1,1
10,01010000,1,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,1,True,1,1
10,01000101,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,0,0
10,00110110,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,1,1
10,11101010,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,1,1
10,11011001,1,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,False,0,0
10,01011000,1,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,False,1,1
10,11010010,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,1,1
10,01000001,1,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,1,True,0,0
10,10101010,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,1,1
10,10101011,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,0,0
10,11110010,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,1,1
10,01110010,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,1,1
10,00111111,0,analyst,"else_(conform_(x, 2), else_(balance_(x, 3), '0'))",0.3626705327194087,0,True,1,0
11,00110110,0,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,0,True,1,1
11,10110100,1,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,1,True,1,1
11,10101010,1,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,1,True,1,1
11,00101111,1,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,1,True,1,1
11,11001101,1,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,1,True,0,0
11,11000110,0,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,0,True,1,1
11,01000000,0,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,0,True,0,1
11,10000001,1,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,0,False,1,1
11,01010101,0,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,0,True,0,0
11,01011110,1,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,1,True,1,1
11,01000101,0,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,0,True,0,0
11,11111101,1,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,1,True,1,1
11,10000101,0,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,0,True,0,0
11,00110101,0,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,0,True,0,0
11,10000000,0,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,0,True,1,1
11,10100000,0,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,0,True,0,0
11,10100111,1,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,1,True,0,0
11,11111010,1,analyst,"else_(patternCont_(x), else_(conform_(x, 4), '0'))",0.7837870468089655,1,True,1,1
12,00110101,0,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,0,True,0,0
12,00110110,0,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,0,True,0,0
12,01000001,1,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,1,True,1,1
12,01011110,1,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,1,True,0,0
12,11010010,1,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,1,True,1,1
12,10100111,1,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,1,True,0,0
12,01110010,1,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,0,False,1,1
12,11010000,0,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,0,True,1,1
12,11011001,1,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,1,True,0,0
12,11110010,0,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,1,False,0,0
12,01001011,0,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,0,True,0,0
12,10000101,0,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,0,True,1,1
12,00111111,0,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,0,True,0,0
12,11001101,0,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,1,False,0,0
12,10000000,0,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,0,True,1,1
12,11000110,1,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,1,True,1,1
12,11011111,1,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,1,True,0,0
12,01011101,1,bingo,"else_(conform_(x, 2), else_(balance_(x, 3), else_(conform_(x, 4), get_(x, 0))))",0.4488707170627022,1,True,0,0
13,00001101,1,analyst,'1',1.0,1,True,1,1
13,10100111,1,analyst,'1',1.0,1,True,1,0
13,01000101,1,analyst,'1',1.0,1,True,0,0
13,11010010,1,analyst,'1',1.0,1,True,1,1
13,01111111,1,analyst,'1',1.0,1,True,1,1
13,01010101,1,analyst,'1',1.0,1,True,0,0
13,10100110,1,analyst,'1',1.0,1,True,1,1
13,01101010,1,analyst,'1',1.0,1,True,1,1
13,10000001,1,analyst,'1',1.0,1,True,1,1
13,10110100,1,analyst,'1',1.0,1,True,1,1
13,10100000,1,analyst,'1',1.0,1,True,0,0
13,01011110,1,analyst,'1',1.0,1,True,1,1
13,11011001,1,analyst,'1',1.0,1,True,0,0
13,11000110,1,analyst,'1',1.0,1,True,1,1
13,10111111,1,analyst,'1',1.0,1,True,0,0
13,00101111,1,analyst,'1',1.0,1,True,1,1
13,01010010,1,analyst,'1',1.0,1,True,1,1
13,11111010,1,analyst,'1',1.0,1,True,1,1
14,01011110,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,True,1,1
14,10000001,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,True,1,1
14,11111101,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,0,True,1,1
14,10101010,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,False,1,1
14,10100111,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,False,0,0
14,11010010,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,False,1,1
14,10001010,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,True,1,1
14,01000001,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,False,1,1
14,11111010,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,0,True,1,1
14,11000000,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,True,1,1
14,01111111,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,0,True,1,1
14,11000110,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,True,0,0
14,01000101,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,True,1,1
14,10100000,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,True,1,1
14,11101010,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,True,1,1
14,00110101,1,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,1,True,0,0
14,01001011,0,stock,"else_(patternCont_(x), else_(balance_(x, 3), '1'))",0.3789221288253762,0,True,0,0
